response,label
"<Audio only response> <Audio only response> <Audio only response> For Help, please visit the help pages on the Amazon web site. <Audio only response> For Help, please visit the help pages on the Amazon web site. This feature is only available for Prime members. For Help, please visit the help pages on the Amazon web site.",8
<Short audio> You have Twenty Questions enabled. Do you want to open it? <Short audio> You have Interesting? | Quirky and Interesting Facts enabled. Do you want to open it? Here's your interesting fact: The state sport of Maryland is jousting. You have Interesting? | Quirky and Interesting Facts enabled. Do you want to open it?,3
"<Short audio> <Short audio> <Short audio> <Short audio> Just press one of your Echo Buttons please, so I can tell which one we'll use for this tutorial. No worries, come back and play again later! <Short audio> Just press one of your Echo Buttons please, so I can tell which one we'll use for this tutorial. No worries, come back and play again later! <Short audio> Just press one of your Echo Buttons please, so I can tell which one we'll use for this tutorial. No worries, come back and play again later!",3
"You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like? O.K.",14
"According to the National Sleep Foundation, the average adult needs around 7 - 9 hours of sleep per night to function at their best, though some people can function on 6 hours of sleep. Newborns can require as many as 17 hours of sleep, while school-age children may need up to 11 hours of sleep. This requirement can vary depending on age. Your ideal bedtime depends on when you must wake up and how much sleep you require. According to the National Sleep Foundation, the average adult needs around 7 - 9 hours of sleep per night to function at their best, though some people can function on 6 hours of sleep. Newborns can require as many as 17 hours of sleep, while school-age children may need up to 11 hours of sleep. This requirement can vary depending on age. Your ideal bedtime depends on when you must wake up and how much sleep you require. According to the National Sleep Foundation, the average adult needs around 7 - 9 hours of sleep per night to function at their best, though some people can function on 6 hours of sleep. Newborns can require as many as 17 hours of sleep, while school-age children may need up to 11 hours of sleep. This requirement can vary depending on age. Your ideal bedtime depends on when you must wake up and how much sleep you require. Welcome to Ask My Buddy, Who would you like to alert ? To send an alert just say alert and a name from your contact list or, just say alert and I will guide you, You can also just say, send help, To alert everyone in your list. Would you like to send an alert? Goodbye",4
"Sorry, I don't know that. For Help, please visit the help pages on the Amazon web site.",7
"Hmm, I don't know that one. You have Mind Maze enabled. Do you want to open it? Welcome back to za za zoos Mind Maze. You have a maze in progress. Would you like to continue? You are currently escaping a two dimensional maze. You are at 3, 2. There are exits [South, North]. Which way would you like to go? You have wikiHow enabled. Do you want to open it? Hi! Ask me how to do anything. How to Say I Love You in Urdu. 3 steps. Step 1. Use the verb mahabbat to express adoration. The Urdu language recognizes different stages of love. Unlike English, there are several different words that mean ""love."" The verb mahabbat comes closest to what an English speaker would describe as ""love"" when they tell someone ""I love you."" It indicates a devotion to and passion for the person. If you are male, you would say mein ap say muhabat karta hoon. If you are female, you would say mein ap say muhabat karti hoon. Say 'NEXT', to get the next step",3
"I'm sorry, but you have to have a head to head fantasy league connected to your Yahoo account to use this skill. Your league is not a head to head league.Users with points leagues and Pick âEm are currently not able to check their teams and games using this skill.In order to use this skill you'll need to join a head to head league and setup a team using the Yahoo Fantasy Football mobile app or website. Once you've done that, come back and I'll be happy to help. Here's your news. You have Yahoo Fantasy Football enabled. Do you want to open it? I'm sorry, but you have to have a head to head fantasy league connected to your Yahoo account to use this skill. Your league is not a head to head league.Users with points leagues and Pick âEm are currently not able to check their teams and games using this skill.In order to use this skill you'll need to join a head to head league and setup a team using the Yahoo Fantasy Football mobile app or website. Once you've done that, come back and I'll be happy to help. You have Yahoo Fantasy Football enabled. Do you want to open it?",6
"You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? Sorry, I can't find information about alexa, open the wizards. Hmm. Maybe the skill, Utah Jazz, can help. Do you want to try it? Schedule information for the next Wizards game is not yet available.",10
"Sorry, I'm not sure. Hmm, I don't know that one. Sorry, IÛªm not sure about that.",0
